 Utah ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,
, Salt Lake City  , SLC , 674 , 566 , 48 ," 3,654 ", 88 , 36 , D , 179 , 85 , 12 , -   , 765 , 13 , D , D , 45 , 860 , 621 , 51 ," 4,643 ",,,,,,,,,,,,,,,,,,,
 Vermont ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,
, St. Albans  , STA , 53 , 97 , 15 , 197 , 12 , 53 , -   , 50 , D , D , -   , 87 , -   , D , D , D , 70 , 154 , 18 , 337 ,,,,,,,,,,,,,,,,,,,
 Virginia ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,
, Norfolk  , NOR , 444 , 346 , 55 ," 2,264 ", 181 , 270 , D , 703 , 70 , 11 , -   , 479 , 49 , 40 , D , 151 , 744 , 667 , 64 ," 3,597 ",,,,,,,,,,,,,,,,,,,
 Washington ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,
, Seattle  , SEA ," 1,133 "," 1,169 ", 112 ," 6,519 ", 863 , 665 , 40 ," 2,624 ", 96 , 25 , D ," 1,271 ", 41 , 22 , D , 137 ," 2,133 "," 1,881 ", 159 ," 10,551 ",,,,,,,,,,,,,,,,,,,
, Spokane  , SPO , 83 , 112 , 12 , 372 , 16 , 35 , -   , 48 , 35 , D , -   , 177 , D , D , -   , D , 135 , 152 , 12 , 605 ,,,,,,,,,,,,,,,,,,,
, Yakima , YAK , 170 , 219 , 18 , 954 , 21 , 53 , D , 78 , 43 , D , D , 229 , 15 , D , -   , 26 , 249 , 276 , 23 ," 1,287 ",,,,,,,,,,,,,,,,,,,
 West Virginia ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,
, Charleston  , CHS , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,
 Wisconsin ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,
, Milwaukee  , MIL , 389 , 570 , 35 ," 1,620 ", 162 , 80 , D , 330 , 125 , 10 , -   , 906 , D , D , -   , 18 , 681 , 668 , 36 ," 2,874 ",,,,,,,,,,,,,,,,,,,
 Guam ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,
, Agana , AGA , 111 , 180 , 10 , 586 , 15 , 12 , D , 37 , -   , -   , -   , D , -   , -   , -   , -   , 126 , 192 , 16 , 628 ,,,,,,,,,,,,,,,,,,,
 U.S. Virgin Islands ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,
, Charlotte Amalie , CHA , 17 , 27 , 10 , 87 , -   , 83 , D , 47 , D , 21 , -   , 30 , -   , 22 , -   , D , 19 , 153 , 14 , 169 ,,,,,,,,,,,,,,,,,,,
, Christiansted  , CHR , D , -   , -   , 27 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , D , -   , -   , 27 ,,,,,,,,,,,,,,,,,,,
 Puerto Rico ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,
, San Juan  , SAJ , 198 , 152 , 11 , 657 , 12 , 213 , D , 206 , D , D , -   , 47 , D , 251 , 20 , 71 , 214 , 621 , 34 , 981 ,,,,,,,,,,,,,,,,,,,
 Service Center ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,
, California , WSC , -   , -   , -   , 146 , 66 , 67 , 19 ," 5,400 ", -   , -   , -   , 129 , D , D , -   , 217 , 69 , 68 , 19 ," 5,892 ",,,,,,,,,,,,,,,,,,,
, National Benefits Center , NBC , -   , -   , -   , D , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , D ,,,,,,,,,,,,,,,,,,,
, Nebraska , NSC , D , 53 , D , 480 ," 10,876 "," 3,296 ", 260 ," 89,580 ", D , 825 , 57 ," 6,075 "," 2,522 "," 1,185 ", 151 ," 11,804 "," 13,407 "," 5,359 ", 469 ," 107,939 ",,,,,,,,,,,,,,,,,,,
, Potomac , YSC , -   , -   , -   , 25 , -   , -   , -   , 10 , -   , -   , -   , D , -   , -   , -   , 19 , -   , -   , -   , 55 ,,,,,,,,,,,,,,,,,,,
, Texas , SSC , D , 39 , -   , 286 ," 9,607 "," 3,232 ", 333 ," 97,128 ", D , 866 , 64 ," 37,426 ", 232 , 117 , 16 ," 3,091 "," 9,842 "," 4,254 ", 413 ," 137,931 ",,,,,,,,,,,,,,,,,,,
, Vermont , ESC ," 6,206 ", D , 349 ," 40,858 ", D , -   , -   , 177 , D , D , D , 305 ," 2,506 "," 1,036 ", 166 ," 16,673 "," 8,720 "," 1,043 ", 517 ," 58,013 ",,,,,,,,,,,,,,,,,,,
Table Key:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D  Disclosure standards not met,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Represents zero or rounds to 0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
References:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Family-based applications for lawful permanent resident (LPR) status are based on a familial relationship with an LPR or a U.S. citizen.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2 Employment-based applications are for purposes of employment or, in the case of entrepreneurs/investor, based on an investment in a new commercial enterprise.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3 Humanitarian-based applications include asylee, refugee, Indo Chinese, and Cuban refugee.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4 Others includes all other I-485 applications, to include those filed under the Haitian Refugee Immigration Fairness Act (HRIFA) program and the Creation of Record for North American Indians born in Canada based on Section 289 of the Immigration and Nationality Act (INA).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 The number of new applications received and entered into a case-tracking system during the reporting period.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 The number of applications approved during the reporting period.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 The number of applications denied during the reporting period.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 The number of applications awaiting a decision as of the end of the reporting period.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9 Represents the office location. The office location does not reflect the complete area covered by the office’s jurisdiction. Please refer to USCIS.gov for office jurisdictions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1) Some applications approved, denied, or pending a decision may have been received in previous reporting periods.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2) The report reflects the most up-to-date estimate available at the time the database is queried.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3) Counts may differ from previous periods due to system updates and post-adjudicative outcomes.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4) For a complete list of USCIS forms and descriptions, visit https://www.uscis.gov/forms",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Department of Homeland Security, U.S. Citizenship and Immigration Services, Office of Performance and Quality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT, queried 02/2022, TRK 8795",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
